title,price,item_id,genres_Action,genres_Adventure,genres_Free to Play,t_recom,t_sent_neg,t_sent_pos
unearthed: trail of ibn battuta - episode 1 - gold edition,4.99,263680,0,0,0,3,1,4
driftmoon,14.99,263380,0,1,0,1,0,1
driftmoon,14.99,263380,0,0,0,1,0,1
gunman clive,1.99,262550,1,0,0,3,0,3
gunman clive,1.99,262550,0,0,0,3,0,3
grimm,3.99,252150,0,0,0,3,0,3
ufo: afterlight,6.99,237950,0,0,0,0,0,1
dementium ii hd,4.99,217100,1,0,0,2,1,1
dementium ii hd,4.99,217100,0,1,0,2,1,1
dementium ii hd,4.99,217100,0,0,0,2,1,1
the walking dead: season 2,24.99,261030,0,1,0,100,18,86
ballpoint universe - infinite,3.99,259390,1,0,0,2,0,2
ballpoint universe - infinite,3.99,259390,0,0,0,2,0,2
zigfrak,7.99,259430,1,0,0,0,1,0
zigfrak,7.99,259430,0,0,0,0,1,0
teslagrad,9.99,249590,0,0,0,0,1,0
violett remastered,9.99,257830,0,1,0,0,0,1
violett remastered,9.99,257830,0,0,0,0,0,1
blockland,9.99,250340,1,0,0,13,4,14
blockland,9.99,250340,0,0,0,13,4,14
just cause 2: multiplayer mod,0.0,259080,1,0,0,72,6,71
just cause 2: multiplayer mod,0.0,259080,0,1,0,72,6,71
dayz,34.99,221100,1,0,0,537,177,496
dayz,34.99,221100,0,0,0,537,177,496
omsi 2: steam edition,34.99,252530,0,0,0,4,1,5
rust,19.99,252490,1,0,0,597,125,551
rust,19.99,252490,0,1,0,597,125,551
rust,19.99,252490,0,0,0,597,125,551
tiny brains,9.99,253690,1,0,0,2,0,2
tiny brains,9.99,253690,0,1,0,2,0,2
tiny brains,9.99,253690,0,0,0,2,0,2
neo scavenger,14.99,248860,0,0,0,9,4,6
gomo,4.99,265330,0,1,0,1,0,1
gomo,4.99,265330,0,0,0,1,0,1
final fantasy viii,11.99,39150,0,0,0,9,0,9
steamworld dig,9.99,252410,1,0,0,2,0,2
steamworld dig,9.99,252410,0,1,0,2,0,2
steamworld dig,9.99,252410,0,0,0,2,0,2
marvel puzzle quest,0.0,234330,0,0,0,4,1,5
marvel puzzle quest,0.0,234330,0,0,1,4,1,5
draw a stickman: epic,3.99,248650,0,1,0,3,0,3
draw a stickman: epic,3.99,248650,0,0,0,3,0,3
tiny barbarian dx,29.99,253350,1,0,0,1,0,1
tiny barbarian dx,29.99,253350,0,1,0,1,0,1
half-life: before,0.0,261980,1,0,0,4,6,8
half-life: before,0.0,261980,0,1,0,4,6,8
half-life: before,0.0,261980,0,0,1,4,6,8
half-life: before,0.0,261980,0,0,0,4,6,8
gas guzzlers extreme,24.99,243800,1,0,0,3,0,3
gas guzzlers extreme,24.99,243800,0,0,0,3,0,3
borderlands 2: headhunter 2: wattle gobbler,2.99,245910,1,0,0,1,0,1
borderlands 2: headhunter 2: wattle gobbler,2.99,245910,0,0,0,1,0,1
professional farmer 2014,14.99,258880,0,0,0,1,0,1
coh 2 - soviet commander: soviet industry tactics,3.99,249082,0,0,0,1,1,0
3079 -- block action rpg,4.99,259620,1,0,0,3,1,2
3079 -- block action rpg,4.99,259620,0,0,0,3,1,2
hero of the kingdom,5.99,259550,0,1,0,1,0,1
hero of the kingdom,5.99,259550,0,0,0,1,0,1
deadfall adventures,19.99,231330,1,0,0,1,0,1
deadfall adventures,19.99,231330,0,1,0,1,0,1
x rebirth,29.99,2870,1,0,0,4,7,5
x rebirth,29.99,2870,0,0,0,4,7,5
contrast,9.99,224460,0,1,0,8,0,8
contrast,9.99,224460,0,0,0,8,0,8
crusader kings ii: warriors of faith unit pack,1.99,226669,0,0,0,0,1,0
dungeonland,0.0,218130,1,0,0,10,1,10
dungeonland,0.0,218130,0,0,0,10,1,10
dungeonland,0.0,218130,0,0,1,10,1,10
injustice: gods among us ultimate edition,19.99,242700,1,0,0,13,2,12
bioshock infinite: burial at sea - episode one,14.99,214931,1,0,0,1,0,1
intake,9.99,237760,1,0,0,1,1,0
intake,9.99,237760,0,0,0,1,1,0
neighbours from hell compilation,9.99,260750,0,1,0,1,1,0
neighbours from hell compilation,9.99,260750,0,0,0,1,1,0
final exam,9.99,233190,1,0,0,1,0,1
final exam,9.99,233190,0,0,0,1,0,1
avadon 2: the corruption,9.99,233310,0,0,0,0,0,1
no more room in hell,0.0,224260,1,0,0,247,52,214
no more room in hell,0.0,224260,0,0,1,247,52,214
no more room in hell,0.0,224260,0,0,0,247,52,214
magicka: wizards of the square tablet,4.99,247580,1,0,0,1,1,0
magicka: wizards of the square tablet,4.99,247580,0,1,0,1,1,0
magicka: wizards of the square tablet,4.99,247580,0,0,0,1,1,0
total war: rome ii - blood &amp; gore,2.99,259800,0,0,0,2,0,2
ragnarok online,0.0,215100,0,0,1,3,0,3
ragnarok online,0.0,215100,0,0,0,3,0,3
heli heroes,4.99,259320,1,0,0,0,1,1
heli heroes,4.99,259320,0,0,0,0,1,1
journey of a roach,9.99,255300,0,1,0,1,0,1
journey of a roach,9.99,255300,0,0,0,1,0,1
pinball arcade,0.0,238260,0,0,1,4,0,4
pinball arcade,0.0,238260,0,0,0,4,0,4
pac-man™ and the ghostly adventures,19.99,239720,1,0,0,2,1,1
truck racer,9.99,256070,0,0,0,1,0,1
pool nation,9.99,254440,0,0,0,4,3,4
stronghold hd,5.99,40950,0,0,0,1,1,1
stronghold crusader hd,9.99,40970,0,0,0,4,1,4
eldritch,14.99,252630,1,0,0,3,0,3
eldritch,14.99,252630,0,1,0,3,0,3
eldritch,14.99,252630,0,0,0,3,0,3
skyscraper simulator,3.99,252910,0,0,0,1,0,1
lego® marvel™ super heroes,19.99,249130,1,0,0,38,5,36
lego® marvel™ super heroes,19.99,249130,0,1,0,38,5,36
forced: slightly better edition,14.99,249990,1,0,0,3,2,1
forced: slightly better edition,14.99,249990,0,1,0,3,2,1
forced: slightly better edition,14.99,249990,0,0,0,3,2,1
enslaved™: odyssey to the west™ premium edition,19.99,245280,1,0,0,6,0,6
enslaved™: odyssey to the west™ premium edition,19.99,245280,0,1,0,6,0,6
naruto shippuden: ultimate ninja storm 3 full burst hd,19.99,234670,1,0,0,29,5,24
naruto shippuden: ultimate ninja storm 3 full burst hd,19.99,234670,0,1,0,29,5,24
batman™: arkham origins,19.99,209000,1,0,0,63,11,55
batman™: arkham origins,19.99,209000,0,1,0,63,11,55
wrc 4 fia world rally championship,29.99,256330,0,0,0,2,0,3
nihilumbra,7.99,252670,0,1,0,1,0,1
nihilumbra,7.99,252670,0,0,0,1,0,1
tetrobot and co.,9.99,235980,0,0,0,1,0,1
democracy 3,24.99,245470,0,0,0,17,0,19
talisman: prologue,6.99,258200,0,0,0,1,0,1
megabyte punch,14.99,248550,1,0,0,1,0,1
megabyte punch,14.99,248550,0,1,0,1,0,1
megabyte punch,14.99,248550,0,0,0,1,0,1
saints row iv: commander-in-chief pack,1.99,238300,1,0,0,2,0,2
saints row iv: commander-in-chief pack,1.99,238300,0,1,0,2,0,2
day one : garry's incident,2.99,242800,1,0,0,1,4,6
day one : garry's incident,2.99,242800,0,1,0,1,4,6
day one : garry's incident,2.99,242800,0,0,0,1,4,6
shadow warrior,39.99,233130,1,0,0,24,6,19
shadow warrior,39.99,233130,0,1,0,24,6,19
call of duty®: black ops ii - apocalypse,14.99,219103,1,0,0,3,0,3
dysfunctional systems: learning to manage chaos,4.99,248800,0,1,0,4,0,4
dysfunctional systems: learning to manage chaos,4.99,248800,0,0,0,4,0,4
world war iii: black gold,4.99,254080,0,0,0,0,1,0
the inner world,14.99,251430,0,1,0,3,0,3
the inner world,14.99,251430,0,0,0,3,0,3
enclave,4.99,253980,0,0,0,6,2,6
knock-knock,9.99,250380,0,0,0,1,0,1
bionic dues,9.99,238910,0,0,0,2,0,2
"cook, serve, delicious!",9.99,247020,1,0,0,9,1,9
"cook, serve, delicious!",9.99,247020,0,0,0,9,1,9
rise of flight united,0.0,244050,0,0,1,0,1,1
rise of flight united,0.0,244050,0,0,0,0,1,1
amnesia: a machine for pigs,19.99,239200,1,0,0,5,4,6
amnesia: a machine for pigs,19.99,239200,0,1,0,5,4,6
amnesia: a machine for pigs,19.99,239200,0,0,0,5,4,6
arma 3,39.99,107410,1,0,0,192,33,179
arma 3,39.99,107410,0,0,0,192,33,179
volgarr the viking,9.99,247240,1,0,0,4,1,3
volgarr the viking,9.99,247240,0,1,0,4,1,3
volgarr the viking,9.99,247240,0,0,0,4,1,3
the king of fighters xiii steam edition,19.99,222940,1,0,0,6,1,5
total war™: rome ii - emperor edition,59.95,214950,0,0,0,68,20,67
gone home,14.99,232430,0,1,0,31,4,36
gone home,14.99,232430,0,0,0,31,4,36
brothers - a tale of two sons,14.99,225080,1,0,0,35,5,30
brothers - a tale of two sons,14.99,225080,0,1,0,35,5,30
brothers - a tale of two sons,14.99,225080,0,0,0,35,5,30
saints row iv: dubstep gun (remix) pack,2.99,247293,1,0,0,1,0,1
saints row iv: dubstep gun (remix) pack,2.99,247293,0,1,0,1,0,1
unholy heights,3.99,249330,0,0,0,1,0,1
hate plus,9.99,239700,0,0,0,1,0,1
the bureau: xcom declassified,19.99,65930,1,0,0,8,4,6
saints row iv,14.99,206420,1,0,0,186,22,174
saints row iv,14.99,206420,0,1,0,186,22,174
divekick,4.99,244730,1,0,0,4,0,5
divekick,4.99,244730,0,0,0,4,0,5
tom clancy’s splinter cell blacklist,29.99,235600,1,0,0,17,4,16
tom clancy’s splinter cell blacklist,29.99,235600,0,1,0,17,4,16
call of duty®: black ops ii - aqua personalization pack,1.99,234792,1,0,0,1,0,1
skullgirls,9.99,245170,1,0,0,59,10,51
skullgirls,9.99,245170,0,0,0,59,10,51
"papers, please",9.99,239030,0,1,0,61,10,54
"papers, please",9.99,239030,0,0,0,61,10,54
guacamelee! gold edition,14.99,214770,1,0,0,9,0,10
guacamelee! gold edition,14.99,214770,0,1,0,9,0,10
guacamelee! gold edition,14.99,214770,0,0,0,9,0,10
europa universalis iv,39.99,236850,0,0,0,42,7,40
guncraft,14.99,241720,1,0,0,4,0,5
guncraft,14.99,241720,0,0,0,4,0,5
hammerwatch,9.99,239070,1,0,0,12,2,11
hammerwatch,9.99,239070,0,1,0,12,2,11
hammerwatch,9.99,239070,0,0,0,12,2,11
teleglitch: die more edition,12.99,234390,1,0,0,7,3,4
teleglitch: die more edition,12.99,234390,0,0,0,7,3,4
magic 2014 — duels of the planeswalkers,9.99,213850,0,0,0,10,0,10
train simulator: db br232 loco add-on,19.99,222587,0,0,0,1,0,1
rogue legacy,14.99,241600,1,0,0,40,1,39
rogue legacy,14.99,241600,0,0,0,40,1,39
interstellar marines,9.99,236370,1,0,0,25,1,26
interstellar marines,9.99,236370,0,0,0,25,1,26
trackmania² stadium,9.99,232910,0,0,0,7,2,7
motogp™13,9.99,240600,0,0,0,1,0,1
magrunner: dark pulse,9.99,209630,1,0,0,0,1,0
magrunner: dark pulse,9.99,209630,0,1,0,0,1,0
the night of the rabbit,19.99,230820,0,1,0,1,0,1
the night of the rabbit,19.99,230820,0,0,0,1,0,1
wargame: airland battle,19.99,222750,0,0,0,17,3,14
the swapper,14.99,231160,1,0,0,8,0,8
the swapper,14.99,231160,0,1,0,8,0,8
the swapper,14.99,231160,0,0,0,8,0,8
99 spirits,9.99,258090,0,1,0,1,0,1
99 spirits,9.99,258090,0,0,0,1,0,1
fallen enchantress: legendary heroes,24.99,228260,0,0,0,3,0,4
the incredible adventures of van helsing,14.99,215530,1,0,0,6,1,5
the incredible adventures of van helsing,14.99,215530,0,1,0,6,1,5
the incredible adventures of van helsing,14.99,215530,0,0,0,6,1,5
skyward collapse,4.99,238890,0,0,0,1,0,1
dust: an elysian tail,14.99,236090,1,0,0,38,2,36
dust: an elysian tail,14.99,236090,0,1,0,38,2,36
dust: an elysian tail,14.99,236090,0,0,0,38,2,36
rush bros.,9.99,234490,1,0,0,3,1,4
rush bros.,9.99,234490,0,0,0,3,1,4
call of juarez® gunslinger,14.99,204450,1,0,0,33,3,30
gunpoint,9.99,206190,1,0,0,50,3,49
gunpoint,9.99,206190,0,0,0,50,3,49
grid 2,29.99,44350,0,0,0,18,2,19
super sanctum td,4.99,235250,0,0,0,4,2,2
system shock 2,9.99,238210,1,0,0,6,3,3
system shock 2,9.99,238210,0,0,0,6,3,3
borderlands 2 - psycho pack,9.99,230090,1,0,0,0,0,1
borderlands 2 - psycho pack,9.99,230090,0,0,0,0,0,1
dishonored - void walker arsenal,1.99,212893,1,0,0,2,0,2
dishonored - void walker arsenal,1.99,212893,0,1,0,2,0,2
thunder wolves,9.99,232970,1,0,0,1,0,1
thunder wolves,9.99,232970,0,0,0,1,0,1
anomaly 2,14.99,236730,1,0,0,1,0,1
anomaly 2,14.99,236730,0,0,0,1,0,1
receiver,4.99,234190,1,0,0,17,3,16
receiver,4.99,234190,0,0,0,17,3,16
jack lumber,4.99,220900,1,0,0,2,0,2
jack lumber,4.99,220900,0,0,0,2,0,2
strike suit infinity,6.99,234160,1,0,0,2,1,1
strike suit infinity,6.99,234160,0,0,0,2,1,1
fez,9.99,224760,0,0,0,29,1,30
far cry 3 - blood dragon,14.99,233270,1,0,0,23,10,16
far cry 3 - blood dragon,14.99,233270,0,1,0,23,10,16
ragnarok online 2,0.0,231060,0,0,1,6,4,6
ragnarok online 2,0.0,231060,0,0,0,6,4,6
mini motor racing evo,4.99,209520,0,0,0,1,0,1
monaco: what's yours is mine,14.99,113020,1,0,0,43,6,38
monaco: what's yours is mine,14.99,113020,0,1,0,43,6,38
monaco: what's yours is mine,14.99,113020,0,0,0,43,6,38
cry of fear,0.0,223710,1,0,0,93,39,63
cry of fear,0.0,223710,0,1,0,93,39,63
cry of fear,0.0,223710,0,0,0,93,39,63
call of duty®: black ops ii - kawaii personalization pack,1.99,234772,1,0,0,1,1,0
call of duty®: black ops ii - nuketown zombies map,4.99,219092,1,0,0,1,0,1
anna - extended edition,9.99,217690,0,1,0,2,0,2
anna - extended edition,9.99,217690,0,0,0,2,0,2
la-mulana,14.99,230700,1,0,0,1,1,1
la-mulana,14.99,230700,0,1,0,1,1,1
la-mulana,14.99,230700,0,0,0,1,1,1
orion: prelude,0.99,104900,1,0,0,111,30,107
orion: prelude,0.99,104900,0,1,0,111,30,107
orion: prelude,0.99,104900,0,0,0,111,30,107
starseed pilgrim,5.99,230980,0,1,0,0,0,1
starseed pilgrim,5.99,230980,0,0,0,0,0,1
sacred citadel,9.99,207930,1,0,0,1,0,1
age of empires ii hd,19.99,221380,0,0,0,74,8,71
shootmania storm,19.99,229870,1,0,0,0,0,2
bioshock infinite - season pass,19.99,214933,1,0,0,1,0,1
bridge project,19.99,232950,0,0,0,1,0,1
cities in motion 2,19.99,225420,0,0,0,3,0,3
warframe,0.0,230410,1,0,0,472,45,450
warframe,0.0,230410,0,0,1,472,45,450
ms. splosion man,9.99,105420,1,0,0,1,0,1
ms. splosion man,9.99,105420,0,0,0,1,0,1
bioshock infinite,29.99,8870,1,0,0,238,23,221
dlc quest,2.99,230050,0,0,0,25,0,25
ultratron,9.99,219190,1,0,0,3,0,3
ultratron,9.99,219190,0,0,0,3,0,3
worms armageddon,14.99,217200,0,0,0,5,0,5
organ trail: director's cut,4.99,233740,0,0,0,2,0,3
angry birds space,4.99,210550,0,0,0,1,1,1
euro truck simulator,4.99,232010,0,0,0,3,1,6
sniper: ghost warrior 2,9.99,34870,1,0,0,7,1,12
dungeon-party,0.0,215870,0,0,1,1,0,1
dungeon-party,0.0,215870,0,0,0,1,0,1
bit.trip presents... runner2: future legend of rhythm alien,14.99,218060,1,0,0,14,1,14
bit.trip presents... runner2: future legend of rhythm alien,14.99,218060,0,0,0,14,1,14
trackmania² canyon,19.99,228760,0,0,0,2,1,2
star conflict,0.0,212070,1,0,0,32,6,28
star conflict,0.0,212070,0,0,1,32,6,28
star conflict,0.0,212070,0,0,0,32,6,28
champions of regnum,0.0,222520,0,0,1,5,0,5
champions of regnum,0.0,222520,0,0,0,5,0,5
sniper elite: nazi zombie army,14.99,227100,1,0,0,10,3,10
tomb raider,19.99,203160,1,0,0,141,16,128
tomb raider,19.99,203160,0,1,0,141,16,128
the showdown effect,9.99,204080,1,0,0,4,3,5
arma ii: dayz mod,49.99,224580,1,0,0,21,1,23
arma ii: dayz mod,49.99,224580,0,0,0,21,1,23
the bridge,9.99,204240,0,0,0,7,0,7
the banner saga: factions,0.0,219340,0,0,1,1,0,1
the banner saga: factions,0.0,219340,0,0,0,1,0,1
brutal legend,14.99,225260,1,0,0,21,2,22
brutal legend,14.99,225260,0,1,0,21,2,22
brutal legend,14.99,225260,0,0,0,21,2,22
raceroom racing experience,160.91,211500,0,0,1,12,6,15
raceroom racing experience,160.91,211500,0,0,0,12,6,15
ys i &amp; ii chronicles+,14.99,223810,1,0,0,1,0,1
ys i &amp; ii chronicles+,14.99,223810,0,1,0,1,0,1
ys i &amp; ii chronicles+,14.99,223810,0,0,0,1,0,1
impire,19.99,202130,0,0,0,0,1,1
proteus,9.99,219680,0,1,0,6,2,8
proteus,9.99,219680,0,0,0,6,2,8
sonic &amp; all-stars racing transformed,19.99,212480,0,0,0,35,3,32
antichamber,19.99,219890,0,1,0,44,5,42
antichamber,19.99,219890,0,0,0,44,5,42
omerta - city of gangsters,14.99,208520,0,0,0,3,0,3
borderlands 2: assassin supremacy pack,0.99,225833,1,0,0,1,0,1
borderlands 2: assassin supremacy pack,0.99,225833,0,0,0,1,0,1
"10,000,000",4.99,227580,1,0,0,3,0,3
"10,000,000",4.99,227580,0,0,0,3,0,3
borderlands 2: sir hammerlock’s big game hunt,9.99,213250,1,0,0,0,1,0
borderlands 2: sir hammerlock’s big game hunt,9.99,213250,0,0,0,0,1,0
crusader kings ii: mediterranean portraits,1.99,210898,0,0,0,2,1,1
euro truck simulator 2,19.99,227300,0,0,0,91,9,83
baldur's gate: enhanced edition,19.99,228280,0,0,0,3,1,3
dragon nest,0.0,11610,1,0,0,18,1,18
dragon nest,0.0,11610,0,0,1,18,1,18
dragon nest,0.0,11610,0,0,0,18,1,18
ace of spades: battle builder,14.99,224540,1,0,0,85,21,105
ace of spades: battle builder,14.99,224540,0,0,0,85,21,105
waking mars,9.99,227200,1,0,0,1,0,1
waking mars,9.99,227200,0,1,0,1,0,1
waking mars,9.99,227200,0,0,0,1,0,1
party of sin,5.99,212700,1,0,0,1,1,0
party of sin,5.99,212700,0,1,0,1,1,0
party of sin,5.99,212700,0,0,0,1,1,0
dead pixels,2.99,222980,1,0,0,9,1,9
dead pixels,2.99,222980,0,0,0,9,1,9
rpg maker vx ace,69.99,220700,0,0,0,6,1,6
dishonored: dunwall city trials,2.99,208570,1,0,0,1,1,0
dishonored: dunwall city trials,2.99,208570,0,1,0,1,1,0
borderlands 2: creature slaughterdome,4.99,208690,1,0,0,1,0,1
borderlands 2: creature slaughterdome,4.99,208690,0,0,0,1,0,1
sword of the stars ii: enhanced edition,19.99,42990,0,0,0,0,0,1
far cry 3,19.99,220240,1,0,0,106,23,95
far cry 3,19.99,220240,0,1,0,106,23,95
super hexagon,2.99,221640,1,0,0,146,38,112
super hexagon,2.99,221640,0,0,0,146,38,112
lego the lord of the rings,19.99,214510,1,0,0,4,0,4
lego the lord of the rings,19.99,214510,0,1,0,4,0,4
tomb raider i,6.99,224960,1,0,0,2,1,2
tomb raider i,6.99,224960,0,1,0,2,1,2
tomb raider ii,6.99,225300,1,0,0,1,0,1
tomb raider ii,6.99,225300,0,1,0,1,0,1
little inferno,9.99,221260,0,1,0,31,3,28
little inferno,9.99,221260,0,0,0,31,3,28
sonic adventure 2,9.99,213610,1,0,0,7,1,6
scribblenauts unlimited,19.99,218680,0,1,0,31,1,32
scribblenauts unlimited,19.99,218680,0,0,0,31,1,32
hitman: absolution™,19.99,203140,1,0,0,60,10,54
planetside 2,0.0,218230,1,0,0,306,40,292
planetside 2,0.0,218230,0,0,1,306,40,292
planetside 2,0.0,218230,0,0,0,306,40,292
assassin’s creed® iii,19.99,208480,0,1,0,21,2,23
borderlands 2: mr. torgue’s campaign of carnage,9.99,213210,1,0,0,1,0,1
borderlands 2: mr. torgue’s campaign of carnage,9.99,213210,0,0,0,1,0,1
tropico 4: megalopolis dlc,2.99,205633,0,0,0,1,0,1
thomas was alone,9.99,220780,0,0,0,24,4,20
towns,14.99,221020,0,0,0,2,1,3
cherry tree high comedy club,7.99,214610,0,1,0,1,0,1
cherry tree high comedy club,7.99,214610,0,0,0,1,0,1
airmech strike,0.0,206500,1,0,0,63,9,57
airmech strike,0.0,206500,0,0,1,63,9,57
airmech strike,0.0,206500,0,0,0,63,9,57
sleeping dogs: nightmare in north point,6.99,215256,1,0,0,1,0,1
sleeping dogs: nightmare in north point,6.99,215256,0,1,0,1,0,1
defender's quest: valley of the forgotten (dx edition),14.99,218410,0,0,0,2,0,2
natural selection 2,9.99,4920,1,0,0,47,11,42
natural selection 2,9.99,4920,0,0,0,47,11,42
painkiller hell &amp; damnation,19.99,214870,1,0,0,3,1,2
pid,9.99,218740,0,1,0,4,0,4
pid,9.99,218740,0,0,0,4,0,4
cargo commander,4.99,220460,1,0,0,1,0,1
cargo commander,4.99,220460,0,0,0,1,0,1
deadlight,14.99,211400,1,0,0,15,3,15
deadlight,14.99,211400,0,1,0,15,3,15
deadlight,14.99,211400,0,0,0,15,3,15
king's bounty: warriors of the north,9.99,203350,0,0,0,1,0,1
lucius,9.99,218640,1,0,0,5,3,4
lucius,9.99,218640,0,1,0,5,3,4
lucius,9.99,218640,0,0,0,5,3,4
viking: battle for asgard,14.99,211160,1,0,0,0,1,1
viking: battle for asgard,14.99,211160,0,1,0,0,1,1
zombie driver hd,9.99,220820,1,0,0,3,1,2
zombie driver hd,9.99,220820,0,0,0,3,1,2
aerofly fs 1 flight simulator,9.99,214130,0,0,0,1,0,1
payday: the heist soundtrack,3.99,207816,1,0,0,1,0,1
payday: the heist soundtrack,3.99,207816,0,0,0,1,0,1
dwarfs - f2p,0.0,213650,0,0,0,19,3,17
dwarfs - f2p,0.0,213650,0,0,1,19,3,17
chivalry: medieval warfare,24.99,219640,1,0,0,181,44,158
chivalry: medieval warfare,24.99,219640,0,0,0,181,44,158
mark of the ninja,14.99,214560,1,0,0,23,2,21
mark of the ninja,14.99,214560,0,1,0,23,2,21
mark of the ninja,14.99,214560,0,0,0,23,2,21
worms revolution,14.99,200170,0,0,0,9,0,9
democracy 2,19.99,218040,0,0,0,0,0,2
of orcs and men,14.99,216910,1,0,0,1,0,1
of orcs and men,14.99,216910,0,0,0,1,0,1
r.a.w. realms of ancient war,14.99,209730,1,0,0,0,1,2
r.a.w. realms of ancient war,14.99,209730,0,0,0,0,1,2
blood bowl: chaos edition,14.99,216890,0,0,0,2,1,1
arena wars 2,3.99,207730,1,0,0,2,0,2
arena wars 2,3.99,207730,0,0,0,2,0,2
kung fu strike: the warrior's rise - master level,2.99,212041,1,0,0,1,0,1
kung fu strike: the warrior's rise - master level,2.99,212041,0,0,0,1,0,1
mcpixel,4.99,220860,1,0,0,14,2,15
mcpixel,4.99,220860,0,1,0,14,2,15
mcpixel,4.99,220860,0,0,0,14,2,15
orcs must die! 2 - family ties booster pack,4.99,201805,1,0,0,1,0,1
orcs must die! 2 - family ties booster pack,4.99,201805,0,0,0,1,0,1
dishonored,9.99,205100,1,0,0,103,12,93
dishonored,9.99,205100,0,1,0,103,12,93
castle crashers - pink knight pack,0.99,204371,1,0,0,2,0,2
castle crashers - pink knight pack,0.99,204371,0,1,0,2,0,2
castle crashers - pink knight pack,0.99,204371,0,0,0,2,0,2
castle crashers - blacksmith pack,0.99,204372,1,0,0,3,1,2
castle crashers - blacksmith pack,0.99,204372,0,1,0,3,1,2
castle crashers - blacksmith pack,0.99,204372,0,0,0,3,1,2
castle crashers®,14.99,204360,1,0,0,155,18,141
castle crashers®,14.99,204360,0,1,0,155,18,141
castle crashers®,14.99,204360,0,0,0,155,18,141
half minute hero: super mega neo climax ultimate boy,9.99,214830,1,0,0,5,0,6
half minute hero: super mega neo climax ultimate boy,9.99,214830,0,0,0,5,0,6
call of duty: black ops - mac edition,39.99,214630,1,0,0,3,0,3
torchlight ii,19.99,200710,1,0,0,79,3,77
torchlight ii,19.99,200710,0,1,0,79,3,77
torchlight ii,19.99,200710,0,0,0,79,3,77
xcom: enemy unknown,29.99,200510,0,0,0,90,18,74
continent of the ninth seal,0.0,212390,1,0,0,1,0,1
continent of the ninth seal,0.0,212390,0,0,1,1,0,1
continent of the ninth seal,0.0,212390,0,0,0,1,0,1
tryst,14.99,208460,1,0,0,0,1,0
tryst,14.99,208460,0,0,0,0,1,0
ftl: faster than light,9.99,212680,0,0,0,136,28,109
borderlands 2 season pass,29.99,218560,1,0,0,1,0,1
borderlands 2 season pass,29.99,218560,0,0,0,1,0,1
borderlands 2,19.99,49520,1,0,0,499,53,458
borderlands 2,19.99,49520,0,0,0,499,53,458
f1 2012™,19.99,208500,0,0,0,1,0,1
the basement collection,3.99,214790,0,1,0,1,0,1
the basement collection,3.99,214790,0,0,0,1,0,1
home,2.99,215670,0,1,0,3,1,3
home,2.99,215670,0,0,0,3,1,3
spirits,3.99,210170,1,0,0,1,0,1
spirits,3.99,210170,0,0,0,1,0,1
i am alive,14.99,214250,1,0,0,0,1,0
i am alive,14.99,214250,0,1,0,0,1,0
dark souls™: prepare to die™ edition,19.99,211420,1,0,0,111,49,77
dark souls™: prepare to die™ edition,19.99,211420,0,0,0,111,49,77
tiny troopers,4.99,216110,1,0,0,3,1,3
tiny troopers,4.99,216110,0,0,0,3,1,3
they bleed pixels,9.99,211260,1,0,0,4,1,3
they bleed pixels,9.99,211260,0,0,0,4,1,3
super crate box,0.0,212800,1,0,0,40,7,35
super crate box,0.0,212800,0,0,1,40,7,35
super crate box,0.0,212800,0,0,0,40,7,35
gotham city impostors free to play,0.0,206210,1,0,0,74,8,75
gotham city impostors free to play,0.0,206210,0,0,1,74,8,75
thirty flights of loving,4.99,214700,0,1,0,3,3,2
thirty flights of loving,4.99,214700,0,0,0,3,3,2
train simulator: union pacific sd70ace loco add-on,19.99,208362,0,0,0,0,0,1
symphony,8.99,207750,1,0,0,2,0,2
symphony,8.99,207750,0,0,0,2,0,2
deponia,9.99,214340,0,1,0,2,1,1
deponia,9.99,214340,0,0,0,2,1,1
payday™ the heist: wolfpack dlc,9.99,207815,1,0,0,2,1,1
unmechanical,9.99,211180,0,1,0,1,0,1
unmechanical,9.99,211180,0,0,0,1,0,1
english country tune,4.99,207570,0,0,0,2,1,1
maplestory,0.0,216150,0,0,0,25,9,24
maplestory,0.0,216150,0,0,1,25,9,24
awesomenauts - the 2d moba,0.0,204300,1,0,0,135,15,128
awesomenauts - the 2d moba,0.0,204300,0,0,1,135,15,128
awesomenauts - the 2d moba,0.0,204300,0,0,0,135,15,128
inversion™,9.99,212410,1,0,0,1,0,1
orcs must die! 2,14.99,201790,1,0,0,33,4,30
orcs must die! 2,14.99,201790,0,0,0,33,4,30
prototype 2,39.99,115320,1,0,0,4,3,2
prototype 2,39.99,115320,0,1,0,4,3,2
kung fu strike - the warrior's rise,9.99,212030,1,0,0,3,1,2
kung fu strike - the warrior's rise,9.99,212030,0,0,0,3,1,2
blacklight: retribution,0.0,209870,1,0,0,108,14,123
blacklight: retribution,0.0,209870,0,0,1,108,14,123
endless space® - collection,19.99,208140,0,0,0,9,1,8
adventures of shuggy,4.99,211440,0,0,0,2,2,1
tiny and big: grandpa's leftovers,9.99,205910,0,0,0,8,0,8
magic: the gathering - duels of the planeswalkers 2013,9.99,97330,0,0,0,4,2,2
sid meier's civilization v: gods and kings,29.99,16870,0,0,0,2,0,2
game of thrones,14.99,208730,1,0,0,2,2,3
game of thrones,14.99,208730,0,0,0,2,2,3
spec ops: the line,29.99,50300,1,0,0,75,16,60
